Mechanism,Compound,Superpathway,Pathway,Protein_ID,Gene,central_pathway,code_compound,code_pathway
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",Q5BGJ9,AN0331,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",C8V4M5,AN10530,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",AN12484,AN12484,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",Q0CN79,ATEG_04855,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",Q0CN78,ATEG_04856,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",ATEG_08221-22_new,ATEG_08221-22_new,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",A0A316U3U2,BCV69DRAFT_314223,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",A0A316U2J1,BCV69DRAFT_284635,Yes,1235teHB,1235teHB-p
Ae_Aerobic,"1,2,3,5-Tetrahydroxybenzene","1,2,3,5-Tetrahydroxybenzene pathway","1,2,3,5-Tetrahydroxybenzene pathway",A0A316U7V3,BCV69DRAFT_284636,Yes,1235teHB,1235teHB-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,ATEG_10009-10,3HAO,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,Q0C8H4,ACMSD,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,Q0C8H5,AMSDH,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,Q0CKN9,ATEG_05745,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,P47096,BNA1,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,Q4WZC3,bna1-2,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,F4P3F1,BNA1_BATDEDRAFT_30049,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,F4P9E8,BATDEDRAFT_30558,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,F4P9E9,BATDEDRAFT_35818,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Hydroxyanthranilate,3-Hydroxyanthranilate pathway,3-Hydroxyanthranilate pathway,F4PAK6,BATDEDRAFT_37369,Yes,3HAO,3HAO-p
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),C8V5Q9,AN10495,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),Q5B621,AN4009,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),Q5B182,AN5698,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),NRRL3_01526,kctA,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),NRRL3_01886,kstA,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),Q59Z19,OSC1,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),Q5AD21,POT1-2,Yes,3OXO,3OXO-c
Ae_Aerobic,3-Oxoadipate,3-Oxoadipate pathway,3-Oxoadipate pathway (common),G8BEF7,OCT1,Yes,3OXO,3OXO-c
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,Q5B6D5,AN3895,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,Q5B5W9,AN4061,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,AN4531b,AN4531b,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,Q5B4J8,AN4532,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,NRRL3_04787,crcA,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A2H3GAL0,FG03667,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,P86029,HQD2,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,Q5AMS5,MCI1,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A1D8PLG7,MLI1,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,Q5AMS7,OEL1,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A084G3Y6,SAPIO_CDS6464,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A084G3Y7,SAPIO_CDS6465,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A084FYU9,SAPIO_CDS8719,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,A0A084FYV0,SAPIO_CDS8720,Yes,CAT,CAT-b
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,J4UJS3,A1Q1_06758,Yes,CAT,CAT-b(B)
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,J6F4W4,A1Q1_06757,Yes,CAT,CAT-b(B)
Ae_Aerobic,Catechol,3-Oxoadipate pathway catechol branch,3-Oxoadipate pathway catechol branch,J5RDJ6,A1Q1_06756,Yes,CAT,CAT-b(B)
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,Q5BBG6,AN2114,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,P80402,AO090005000447,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,NRRL3_04385,dhbA,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,A2QMG8,dhbD_Aspnc,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,Q5AYA7,dhbD,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,A0A0A1E7Z2,Efe-shyA,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,I1RIL9,FGRAMPH1_01T13395,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,I1RXJ0,FGSG_09061,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,XP_046089355,LeOMT1,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,XP_046082518,LeOMT2,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,XP_046081978,LeOMT3,No,A,CAT-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway catechol branch peripheral,NRRL3_09723,shyA,No,A,CAT-bp
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,Q5BFB6,AN0764,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,Q5B2Q2,AN5178,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,M2PH20,GsHDX1,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,M2RFP1,GsMAR1,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,G8BJM5,HDX1,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,Q59Z18,HQD1,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,A2QAP8,hqdA,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,NRRL3_02644,NRRL3_02644,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,NRRL3_05330,NRRL3_05330,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,A0A084FWX4,SAPIO_CDS9497,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,A0A084FWX5,SAPIO_CDS9498,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,XP_008036115,TvHDX1,Yes,HQ,HQ-b
Ae_Aerobic,Hydroxyquinol,3-Oxoadipate pathway hydroxyquinol branch,3-Oxoadipate pathway hydroxyquinol branch,XP_008034464,TvMAR1,Yes,HQ,HQ-b
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway hydroxyquinol branch peripheral,M2QGN5,GsMNX1,No,A,HQ-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway hydroxyquinol branch peripheral,M2QQH2,GsMNX3,No,A,HQ-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway hydroxyquinol branch peripheral,G8B709,MNX1,No,A,HQ-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway hydroxyquinol branch peripheral,G8BGH1,MNX3,No,A,HQ-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway hydroxyquinol branch peripheral,XP_008038747,TvMNX3,No,A,HQ-bp
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,C8V4N3,AN10520,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,Q5BE79,AN1151,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,Q5B2J8,AN5232,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,Q5AT14,AN8566,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,NRRL3_01409,chdA,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,NRRL3_02586,cmcA,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,P38677,NCU04071,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,NRRL3_00837,NRRL3_00837,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A0A0D3QFR8,pcaB3,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,NRRL3_01405,pcrA,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A2R1P9,prcA,Yes,PTC,PTC-b
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A0A067NHM4,PLEOSDRAFT_1048986,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A0A067N613,PLEOSDRAFT_1049235,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A0A067N5I1,PLEOSDRAFT_1068280,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,A0A067N8I4,PLEOSDRAFT_41780,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,M7XLR2,RHTO_05019,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,M7X416,RHTO_05020,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,M7X3E6,RHTO_05021,Yes,PTC,PTC-b(B)
Ae_Aerobic,Protocatechuate,3-Oxoadipate pathway protocatechuate branch,3-Oxoadipate pathway protocatechuate branch,M7WW75,RHTO_05022,Yes,PTC,PTC-b(B)
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,C8VBV0,AN10952,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,P17549,bphA_Aspng,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,C8VBT1,BzuA,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,Q7S860,cao-1,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,Q4H2B4,PcCYP1f,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,A2QGH7,phhA,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,NRRL3_08551,PhhA,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,3-Oxoadipate pathway protocatechuate branch peripheral,A0A167KUL3,VibMO1,No,A,PTC-bp
Ae_Aerobic,Aromatic,Benzoates peripheral pathways,Aminobenzoates metabolism,Q92402,Q92402,No,A,AmBz-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,A0AAN6BT69,ALT_4121,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,Q06408,ARO10,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P53090,ARO8_Yeast,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,Q04052,ARO80,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P38840,ARO9,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,Q5BCQ7,aroG,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P10248,PAL_Rhomi,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P11544,PAL_Rhoto,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P32452,PHA2,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P00899,TRP2,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,O94582,trp3,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,P20049,TYR1,No,AA,ARO-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Aromatic amino acids metabolism,A0A336U966,tyrP,No,AA,ARO-m
